experiment_id,model_id,run_name,method,generation_time
Experiment1,claude,2claude_2d74ae2a,JSONselfCSVFormat
Experiment1,claude,1claude_b5277e64,JSONselfCSVFormat
Experiment1,claude,3claude_e78b0ccd,JSONselfCSVFormat
Experiment1,gemini,3gemini_2413fcfc,JSONselfCSVFormat
Experiment1,gemini,2gemini_9d3ae74f,JSONselfCSVFormat
Experiment1,gemini,1gemini_eeace969,JSONselfCSVFormat
Experiment1,openai,1openai_55b7eaf6,JSONselfCSVFormat
Experiment1,openai,3openai_65526f2d,JSONselfCSVFormat
Experiment1,openai,2openai_da4c8827,JSONselfCSVFormat
Experiment1,claude,2claude_2d74ae2a,JSONselfCSVFormat
Experiment1,claude,1claude_b5277e64,JSONselfCSVFormat
Experiment1,claude,3claude_e78b0ccd,JSONselfCSVFormat
Experiment1,gemini,3gemini_2413fcfc,JSONselfCSVFormat
Experiment1,gemini,2gemini_9d3ae74f,JSONselfCSVFormat
Experiment1,gemini,1gemini_eeace969,JSONselfCSVFormat
Experiment1,openai,1openai_55b7eaf6,JSONselfCSVFormat
Experiment1,openai,3openai_65526f2d,JSONselfCSVFormat
Experiment1,openai,2openai_da4c8827,JSONselfCSVFormat
experiment_5,gemini,0gemini_39a2eaa5,JSONdimensional
experiment_5,gemini,0gemini_39a2eaa5,JSONdimensional
experiment_5,gemini,0gemini_39a2eaa5,JSONdimensional
experiment_5,gemini,0gemini_39a2eaa5,JSONdimensional
experiment_5,gemini,0gemini_39a2eaa5,JSONdimensional
experiment_5,openai,0openai_656d1dca,JSONdimensional
Exp1AcrossOpenAi,openai,1openai_fad70694,JSONselfCSVFormat
Exp1AcrossOpenAi,openai,1openai_51991d01,JSONselfCSVFormat
Exp1AcrossOpenAi,openai,1openai_bdc351e4,JSONselfCSVFormat
Exp1AcrossOpenAi,gpt-5.4,1openai_f3e663aa,JSONselfCSVFormat
Exp1AcrossOpenAi,gpt-5.4-mini,1openai_f7636da9,JSONselfCSVFormat
Exp1AcrossOpenAi,gpt-5.4-nano,1openai_d91939fe,JSONselfCSVFormat
Exp1AcrossOpenAi,gpt-5.4-nano,2openai_21d5d7ce,JSONselfCSVFormat
Exp1AcrossOpenAi,gpt-5.4,1openai_5483c195,JSONselfCSVFormat
Exp1AcrossOpenAi,gpt-5.4-mini,1openai_5f7e13f7,JSONselfCSVFormat
Exp1AcrossOpenAi,gpt-5.4,3openai_6594eca6,JSONselfCSVFormat
Exp1AcrossOpenAi,gpt-5.4-nano,3openai_827567f2,JSONselfCSVFormat
Exp1AcrossOpenAi,gpt-5.4-mini,2openai_8b0a58f6,JSONselfCSVFormat
Exp1AcrossOpenAi,gpt-5.4-nano,1openai_a5d270cc,JSONselfCSVFormat
Exp1AcrossOpenAi,gpt-5.4-mini,3openai_d3eb7678,JSONselfCSVFormat
Exp1AcrossOpenAi,gpt-5.4,2openai_eef50d51,JSONselfCSVFormat
NewModelTest,claude-haiku-4-5-20251001,1claude_ecac2b69,JSONselfCSVFormat
NewModelTest,claude-sonnet-4-6,1claude_f641726e,JSONselfCSVFormat
NewModelTest,claude-opus-4-6,1claude_428c52ea,JSONselfCSVFormat
NewModelTest,models/gemini-2.5-flash-lite,1gemini_88eff394,JSONselfCSVFormat
NewModelTest,models/gemini-2.5-flash,1gemini_0e2b1eaa,JSONselfCSVFormat,170.21
NewModelTest,models/gemini-2.5-pro,1gemini_252a38ce,JSONselfCSVFormat,128.35
NewModelTest,gpt-5.4-nano-2026-03-17,1openai_853122d0,JSONselfCSVFormat,21.45
NewModelTest,gpt-5.4-mini-2026-03-17,1openai_f9a32fc0,JSONselfCSVFormat,14.37
NewModelTest,gpt-5.4-2026-03-05,1openai_a72cf554,JSONselfCSVFormat,46.91
